_id,PK,CCR,AGE,GENDER,RACE,MONTHNUM,DAY,YEAR,DATE,MONTHYEAR,MONTHNAME,DAYOFWEEK,TIME,NUMMIN,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y,group,zone_name,ISSAMEDISTANCE
2904,1978228,15208201,26,Female,Black,12,1,2016,1-Dec-16,Dec-16,December,Friday,15:00:00,900,"900 Block 2nd AV Pittsburgh, PA 15219",907 Possessing Instruments of Crime. / 2706 Terroristic Threats. / 3304 Criminal Mischief. / 3502 Burglary.,"300 Block Jucunda ST Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.99323964,40.41708378,20-29,South Side,0
3310,1978752,16222035,25,Female,Black,12,1,2016,1-Dec-16,Dec-16,December,Friday,11:50:00,710,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"300 Block North Shore DR Pittsburgh, PA 15214",North Shore,1,2205,1,6,-80.01179547,40.44576994,20-29,North Side,0
3063,1978426,16189126,22,Male,Black,12,1,2016,1-Dec-16,Dec-16,December,Wednesday,17:10:00,1030,"100 Block E Bridge ST Homestead, PA 15120",2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person.,"7100 Block Everton ST Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1202,9,2,-79.89240698,40.46288431,20-29,East End (North),0
3188,1978598,16216410,17,Male,Black,12,1,2016,1-Dec-16,Dec-16,December,Tuesday,08:51:00,531,"600 Block 1ST AV PITTSBURGH, PA 15219",912 Possession of Weapon on School Property. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(33)(i) Paraphernalia- Possession with Intent to Del. - Under 18,"500 Block N HIGHLAND AV PITTSBURGH, PA 15206",East Liberty,5,1113,8,2,-79.92496117,40.45301084,10-19,East End (North),0
3095,1978475,16173312,17,Male,Black,12,1,2016,1-Dec-16,Dec-16,December,Sunday,15:45:00,945,"600 Block 1st AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 4910 Tampering with or Fabricating Physical Evidence.,"6th AV & Liberty AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.00022762,40.44233323,10-19,Downtown/Hill/Strip,0
3202,1978612,16223905,17,Female,Black,12,1,2016,1-Dec-16,Dec-16,December,Tuesday,09:52:00,592,"600 Block 1ST AV PITTSBURGH, PA 15219",2701 Simple Assault. / 5503 Disorderly Conduct.,"SHERADEN BL & SHERWOOD AV PITTSBURGH, PA 15204",Sheraden,6,2018,2,5,-80.05416939,40.45513583,10-19,West End/South Side,0
3189,1978599,16218855,16,Female,Black,12,1,2016,1-Dec-16,Dec-16,December,Wednesday,10:43:00,643,"600 Block 1ST AV PITTSBURGH, PA 15219",908 Prohibited Offensive Weapons. / 912 Possession of Weapon on School Property.,"2400 Block SHADY AV PITTSBURGH, PA 15217",Squirrel Hill South,4,1408,5,3,-79.92063357,40.43002809,10-19,East End (South)/North Side,0
3065,1978428,16192546,15,Male,Black,12,1,2016,1-Dec-16,Dec-16,December,Friday,16:40:00,1e3,"1400 Block Washington BL Pittsburgh, PA 15206",903 Criminal Conspiracy. / 3701 Robbery.,"7900 Block Susquehanna ST Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88724311,40.44916841,10-19,East End (North),0
3066,1978429,16192546,15,Male,Black,12,1,2016,1-Dec-16,Dec-16,December,Saturday,17:30:00,1050,"1000 Block Hill AV Wikinsburg, PA 15221",903 Criminal Conspiracy. / 3701 Robbery.,"7900 Block Susquehanna ST Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88724311,40.44916841,10-19,East End (North),0
3201,1978611,16223905,14,Female,Black,12,1,2016,1-Dec-16,Dec-16,December,Monday,09:52:00,592,"600 Block 1ST AV PITTSBURGH, PA 15219",2701 Simple Assault. / 5503 Disorderly Conduct.,"SHERADEN BL & SHERWOOD AV PITTSBURGH, PA 15204",Sheraden,6,2018,2,5,-80.05416939,40.45513583,10-19,West End/South Side,0
3106,1978486,16080748,11,Female,Black,12,1,2016,1-Dec-16,Dec-16,December,Thursday,08:58:00,538,"600 Block 1ST AV PITTSBURGH, PA 15219",912 Possession of Weapon on School Property.,"6500 Block LILAC ST PITTSBURGH, PA 15217",Squirrel Hill South,4,1414,5,3,-79.92373308,40.42309123,10-19,East End (South)/North Side,0
3496,1979021,16224741,10,Male,Black,12,1,2016,1-Dec-16,Dec-16,December,Tuesday,13:30:00,810,"CHARLES & KNOX AV PITTSBURGH, PA 15210","2702 Aggravated Assault. / 5503 Disorderly Conduct. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","100 Block CHARLES ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,3,4,-79.98815784,40.41659309,10-19,South Side,0
4756,1980540,16217317,55,Male,White,12,1,2016,1-Dec-16,Dec-16,December,Tuesday,12:30:00,750,"600 Block 1st AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"1900 Block Larkins WY Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.97923331,40.42726261,50-59,South Side,0
4757,1980541,16217317,44,Male,White,12,1,2016,1-Dec-16,Dec-16,December,Wednesday,12:30:00,750,"600 Block 1st AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"1900 Block Larkins WY Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.97923331,40.42726261,40-49,South Side,0
3512,1979041,16224624,39,Male,White,12,1,2016,1-Dec-16,Dec-16,December,Thursday,23:00:00,1380,"1500 Block Brighton RD Pittsburgh, PA 15212",2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person.,"2000 Block Lowrie ST Pittsburgh, PA 15212",Troy Hill,1,2406,1,1,-79.97998089,40.4676912,30-39,North Side,0
3079,1978442,16207531,34,Male,White,12,1,2016,1-Dec-16,Dec-16,December,Friday,09:38:00,578,"800 Block Rossmore AV Pittsburgh, PA 15226",3921 Theft by Unlawful Taking or Disposition. / 4101 Forgery. / 4106 Access Device Fraud,"600 Block Larose ST Pittsburgh, PA 15226",Brookline,6,1917,4,4,-80.01425387,40.40795248,30-39,West End/South Side,0
2897,1978221,16197834,27,Female,White,12,1,2016,1-Dec-16,Dec-16,December,Friday,13:30:00,810,"600 Block 1st AV Pittsburgh, PA 15219",3925 Receiving Stolen Property. / 4106 Access Device Fraud,"1100 Block Brookline BL Pittsburgh, PA 15226",Brookline,6,1918,4,4,-80.01537871,40.39157987,20-29,West End/South Side,0
3186,1978596,16215125,17,Male,White,12,1,2016,1-Dec-16,Dec-16,December,Sunday,09:18:00,558,"600 Block 1ST AV PITTSBURGH, PA 15219",912 Possession of Weapon on School Property. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"2400 Block SHADY AV PITTSBURGH, PA 15207",Squirrel Hill South,4,1408,5,3,-79.92063357,40.43002809,10-19,East End (South)/North Side,0
2991,1978342,16224989,17,Male,White,12,1,2016,1-Dec-16,Dec-16,December,Monday,21:22:00,1282,"Arlington AV & Spring ST Pittsburgh, PA 15210",4303 General Lighting Requirements. / 13(a)(31) Marijuana: Possession Small Amount,"1100 Block Brownsville RD Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.99089923,40.40493936,10-19,South Side,0
3062,1978425,16218846,39,Male,Black,11,30,2016,30-Nov-16,Nov-16,November,Tuesday,16:50:00,1010,"600 Block 1st AV Pittsburgh, PA 15219",3304 Criminal Mischief. / 3743 Accidents Involving Damage to Attended Veh. or Property,"1600 Block Arlington AV Pittsburgh, PA 15210",South Side Slopes,3,1706,NA,NA,-79.98819735,40.41845183,30-39,South Side,0
3088,1978451,16213113,25,Male,Black,11,30,2016,30-Nov-16,Nov-16,November,Sunday,15:36:00,936,"800 Block Calcutta WY Pittsburgh, PA 15220",2702 Aggravated Assault. / 3701 Robbery.,"1600 Block Crucible ST Pittsburgh, PA 15220",Crafton Heights,6,2814,2,5,-80.05178395,40.44750233,20-29,West End/South Side,0
2893,1978217,16172452,22,Female,Black,11,30,2016,30-Nov-16,Nov-16,November,Monday,21:08:00,1268,"Oakwood ST & Inglenook PL Pittsburgh, PA 15221",3921(a) Theft by Unlawful Taking or Disposition - Movable item,"1500 Block Centre AV Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,6,-79.98595,40.44098967,20-29,Downtown/Hill/Strip,0
2891,1978215,16083108,38,Female,White,11,30,2016,30-Nov-16,Nov-16,November,Saturday,20:45:00,1245,"900 Block 2ND AV Pittsburgh, PA 15219",5105 Hindering Apprehension or Prosecution.,"2000 Block Lautner ST Pittsburgh, PA 15212",Troy Hill,1,2406,1,1,-79.97885181,40.46794196,30-39,North Side,0
3022,1978373,16164865,29,Male,White,11,30,2016,30-Nov-16,Nov-16,November,Thursday,08:35:00,515,"600 Block 1ST AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1500 Block Rutherford AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.02687265,40.41286787,20-29,West End/South Side,0
2919,1978243,16215847,28,Male,White,11,30,2016,30-Nov-16,Nov-16,November,Saturday,09:55:00,595,"600 Block 1st AV Pittsburgh, PA 15219",4914 False Identification to Law Enforcement Authorities,"1400 Block Washington BL Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1203,9,2,-79.90854001,40.47045991,20-29,East End (North),0
2907,1978231,16023392,27,Male,White,11,30,2016,30-Nov-16,Nov-16,November,Monday,20:00:00,1200,"300 Block Flowers AV Pittsburgh, PA 15207",2701 Simple Assault.,"5100 Block Gloster ST Pittsburgh, PA 15207",Hazelwood,4,1501,5,3,-79.94434589,40.40677878,20-29,East End (South)/North Side,0
3264,1978685,16221570,23,Male,White,11,30,2016,30-Nov-16,Nov-16,November,Monday,04:00:00,240,"600 Block 1st AV Pittsburgh, PA 15219",5503 Disorderly Conduct. / 5505 Public Drunkenness / 3503(b)(1)(i) Actual Communication,"10 Block Terminal WY Pittsburgh, PA 15219",South Side Flats,3,1702,3,4,-79.99681744,40.42984265,20-29,South Side,0
3096,1978476,16198143,17,Male,White,11,30,2016,30-Nov-16,Nov-16,November,Monday,08:47:00,527,"4600 Block Clairton BL Pittsburgh, PA 15236",3701 Robbery.,"20 Block Bailey AV Pittsburgh, PA 15211",Mount Washington,3,1807,3,4,-80.00446134,40.42704913,10-19,South Side,0
3277,1978705,16220366,64,Male,Black,11,29,2016,29-Nov-16,Nov-16,November,Sunday,15:00:00,900,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","400 Block Parklow ST Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.9955781,40.41293504,60 and greater,South Side,0
2896,1978220,16197066,59,Male,Black,11,29,2016,29-Nov-16,Nov-16,November,Thursday,08:00:00,480,"600 Block 1st AV Pittsburgh, PA 15219","3924 Theft of Property Lost, Mislaid or Delivered by Mistake.","1000 Block Liberty AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-79.99461254,40.44341104,50-59,Downtown/Hill/Strip,0
3256,1978677,16222672,48,Male,Black,11,29,2016,29-Nov-16,Nov-16,November,Sunday,13:07:00,787,"Centre AV & Erin ST Pittsburgh, PA 15219",3929 Retail Theft.,"100 Block Washington PL Pittsburgh, PA 15219",Central Business District,2,201,6,6,-79.99195588,40.44096339,40-49,Downtown/Hill/Strip,0
3028,1978379,16181113,35,Female,Black,11,29,2016,29-Nov-16,Nov-16,November,Wednesday,11:35:00,695,"600 Block 1ST AV Pittsburgh, PA 15219","5503 Disorderly Conduct. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","Market SQ Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.00302865,40.4406135,30-39,Downtown/Hill/Strip,0
2899,1978223,16209860,31,Male,Black,11,29,2016,29-Nov-16,Nov-16,November,Sunday,00:22:00,22,"600 Block 1st AV Pittsburgh, PA 15219",1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 3112 Traffic-Control Signals. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"2nd AV & Brady ST Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.97263218,40.43580697,30-39,Downtown/Hill/Strip,0
3271,1978699,16222306,29,Male,Black,11,29,2016,29-Nov-16,Nov-16,November,Monday,17:00:00,1020,"900 Block Second AV Pittsburgh, PA 15219",2701 Simple Assault.,"2000 Block De Ruad ST Pittsburgh, PA 15219",West Oakland,4,402,2,5,-80.04190688,40.45167392,20-29,East End (South)/North Side,0
2915,1978239,16216717,25,Male,Black,11,29,2016,29-Nov-16,Nov-16,November,Tuesday,08:43:00,523,"Frankstown AV & Enterprise ST Pittsburgh, PA 15206",2701(a)(3) Simple Assault - Attempts by Physical Menace,"800 Block Mt Pleasant RD Pittsburgh, PA 15214",Northview Heights,1,2609,1,1,-79.99947307,40.47574398,20-29,North Side,0
3092,1978455,16215164,24,Male,Black,11,29,2016,29-Nov-16,Nov-16,November,Thursday,21:13:00,1273,"800 Block Brushton AV Pittsburgh, PA 15221",2701 Simple Assault.,"500 Block Brushton AV Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.89088785,40.44995471,20-29,East End (North),0
3081,1978444,16210360,24,Male,Black,11,29,2016,29-Nov-16,Nov-16,November,Sunday,13:55:00,835,"1900 Block Westmont AV Pittsburgh, PA 15210",903 Criminal Conspiracy. / 2701 Simple Assault.,"2000 Block Eccles ST Pittsburgh, PA 15210",South Side Slopes,3,1608,3,4,-79.97762408,40.41860064,20-29,South Side,0
2928,1978252,16176160,19,Male,Black,11,29,2016,29-Nov-16,Nov-16,November,Monday,19:05:00,1145,"900 Block 2ND AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 2501 Criminal Homicide. / 3701 Robbery. / 7512 Criminal Use of Communication,"Mt Vernon ST & Belmar ST Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.90113322,40.46290823,10-19,East End (North),0
3027,1978378,16179930,18,Male,Black,11,29,2016,29-Nov-16,Nov-16,November,Tuesday,09:58:00,598,"500 Block Forbes AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"1700 Block Sidney ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98191259,40.42970758,10-19,South Side,0
3403,1978904,16223399,16,Male,Black,11,29,2016,29-Nov-16,Nov-16,November,Sunday,12:00:00,720,"600 Block 1ST AV PITTSBURGH, PA 15219",13(a)(31) Marijuana: Possession Small Amount,"1100 Block N MURTLAND ST PITTSBURGH, PA 15208",Homewood West,5,1207,9,2,-79.90014173,40.46041084,10-19,East End (North),0
3198,1978608,16223359,14,Male,Black,11,29,2016,29-Nov-16,Nov-16,November,Friday,09:00:00,540,"600 Block 1ST AV PITTSBURGH, PA 15219",2701(a)(3) Simple Assault - Attempts by Physical Menace  / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"50 Block MONTGOMERY PL PITTSBURGH, PA 15212",Allegheny Center,1,2204,1,1,-80.00496104,40.45480329,10-19,North Side,0
3195,1978605,16223359,14,Female,Black,11,29,2016,29-Nov-16,Nov-16,November,Tuesday,09:00:00,540,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5501 Riot. / 5502 Failure of Disorderly Persons to Disperse  / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"50 Block MONTGOMERY PL PITTSBURGH, PA 15212",Allegheny Center,1,2204,1,1,-80.00496104,40.45480329,10-19,North Side,0
3197,1978607,16223359,13,Female,Black,11,29,2016,29-Nov-16,Nov-16,November,Thursday,09:00:00,540,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5501 Riot. / 5502 Failure of Disorderly Persons to Disperse  / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"50 Block MONTGOMERY PL PITTSBURGH, PA 15212",Allegheny Center,1,2204,1,1,-80.00496104,40.45480329,10-19,North Side,0
3194,1978604,16223359,13,Female,Black,11,29,2016,29-Nov-16,Nov-16,November,Monday,09:00:00,540,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5501 Riot. / 5502 Failure of Disorderly Persons to Disperse  / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"50 Block MONTGOMERY PL PITTSBURGH, PA 15212",Allegheny Center,1,2204,1,1,-80.00496104,40.45480329,10-19,North Side,0
3196,1978606,16223359,13,Female,Black,11,29,2016,29-Nov-16,Nov-16,November,Wednesday,09:00:00,540,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5501 Riot. / 5502 Failure of Disorderly Persons to Disperse  / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"50 Block MONTGOMERY PL PITTSBURGH, PA 15212",Allegheny Center,1,2204,1,1,-80.00496104,40.45480329,10-19,North Side,0
3199,1978609,16223464,16,Female,Unknown,11,29,2016,29-Nov-16,Nov-16,November,Saturday,13:00:00,780,"600 Block 1ST AV PITTSBURGH, PA 15219",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"900 Block BRUSHTON AV PITTSBURGH, PA 15208",Homewood North,5,1302,9,2,-79.88801848,40.45552397,10-19,East End (North),0
3391,1978892,16223264,57,Male,White,11,29,2016,29-Nov-16,Nov-16,November,Tuesday,09:11:00,551,"Amanda ST & Linnview AV Pittsburgh, PA 15210",2701 Simple Assault.,"20 Block Nobles LANE Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.99095114,40.40355991,50-59,South Side,0
3231,1978652,16222483,27,Male,White,11,29,2016,29-Nov-16,Nov-16,November,Wednesday,16:00:00,960,"600 Block 1st AV Pittsburgh, PA 15219","2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","700 Block Bellefonte ST Pittsburgh, PA 15232",Shadyside,4,703,8,2,-79.93477812,40.45224989,20-29,East End (South)/North Side,0
2917,1978241,16096621,24,Male,White,11,29,2016,29-Nov-16,Nov-16,November,Thursday,13:00:00,780,"900 Block 2ND AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"6200 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.92271679,40.46059432,20-29,East End (North),0
3154,1978564,16220628,24,Male,White,11,29,2016,29-Nov-16,Nov-16,November,Wednesday,11:00:00,660,"600 Block First AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"30 Block Stewart AV Pittsburgh, PA 15227",Carrick,3,2904,4,4,-79.97816972,40.38282914,20-29,South Side,0
3021,1978372,16153880,53,Male,Black,11,28,2016,28-Nov-16,Nov-16,November,Wednesday,16:10:00,970,"600 Block 1ST AV Pittsburgh, PA 15219",3304 Criminal Mischief.,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.00185334,40.43809116,50-59,Downtown/Hill/Strip,0
3091,1978454,16214562,52,Male,Black,11,28,2016,28-Nov-16,Nov-16,November,Wednesday,11:40:00,700,"900 Block 2ND AV Pittsburgh, PA 15219",2709.1 Stalking Conduct or Repeatedly Acts Including Follows,"800 Block Middle ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99932356,40.45459396,50-59,North Side,0
2901,1978225,15084524,34,Male,Black,11,28,2016,28-Nov-16,Nov-16,November,Tuesday,08:42:00,522,"600 Block First AV Pittsburgh, PA 15219","903 Criminal Conspiracy. / 907 Possessing Instruments of Crime. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","2000 Block Centre AV Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.9799791,40.44358094,30-39,Downtown/Hill/Strip,0
3085,1978448,16212063,30,Male,Black,11,28,2016,28-Nov-16,Nov-16,November,Thursday,09:30:00,570,"600 Block 1ST AV Pittsburgh, PA 15219",3921 Theft by Unlawful Taking or Disposition.,"900 Block Sarah ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98919082,40.42774965,30-39,South Side,0
3017,1978368,16143257,21,Male,Black,11,28,2016,28-Nov-16,Nov-16,November,Saturday,12:03:00,723,"Rhine PL & Rhine ST Pittsburgh, PA 15212",3925 Receiving Stolen Property. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"200 Block Tipton ST Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.94158116,40.40798601,20-29,East End (South)/North Side,0
2916,1978240,16091019,21,Male,Black,11,28,2016,28-Nov-16,Nov-16,November,Wednesday,12:03:00,723,"Rhine ST & Rhine PL Pittsburgh, PA 15212",903 Criminal Conspiracy. / 3701 Robbery.,"700 Block Lillian ST Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.99562304,40.41851119,20-29,South Side,0
2987,1978338,16222617,16,Male,Black,11,28,2016,28-Nov-16,Nov-16,November,Thursday,07:18:00,438,"2100 Block Brownsville RD Pittsburgh, PA 15210",3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 3743 Accidents Involving Damage to Attended Veh. or Property,"70 Block Estella AV Pittsburgh, PA 15211",Mount Washington,3,1807,3,4,-80.00107057,40.42319456,10-19,South Side,0
2984,1978335,16220256,15,Male,Black,11,28,2016,28-Nov-16,Nov-16,November,Monday,14:00:00,840,"600 Block 1st AV Pittsburgh, PA 15219",2705 Recklessy Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace,"Ravilla AV & Azur WY Pittsburgh, PA 15210",Carrick,3,2904,4,4,-79.98688248,40.38836034,10-19,South Side,0
3077,1978440,16205453,27,Female,White,11,28,2016,28-Nov-16,Nov-16,November,Wednesday,17:00:00,1020,"900 Block 2ND AV Pittsburgh, PA 15219",3925 Receiving Stolen Property.,"600 Block Smithfield ST Pittsburgh, PA 15219",Central Business District,2,201,6,6,-79.99740551,40.44152525,20-29,Downtown/Hill/Strip,0
2926,1978250,16216824,25,Male,White,11,28,2016,28-Nov-16,Nov-16,November,Saturday,08:14:00,494,"600 Block First AV Pittsburgh, PA 15219",2706 Terroristic Threats. / 2709(a) Harassment. / 2709(b) Stalking,"700 Block Brookline BL Pittsburgh, PA 15226",Brookline,6,1918,4,4,-80.0216923,40.39458318,20-29,West End/South Side,0
3014,1978365,16133128,23,Female,White,11,28,2016,28-Nov-16,Nov-16,November,Wednesday,10:44:00,644,"600 Block 1ST AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"5800 Block Forbes AV Pittsburgh, PA 15217",Squirrel Hill North,4,1403,5,3,-79.92280592,40.43784637,20-29,East End (South)/North Side,0
3187,1978597,16216392,11,Male,White,11,28,2016,28-Nov-16,Nov-16,November,Monday,13:17:00,797,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",Marshall-Shadeland,1,2704,6,1,-80.02383854,40.46472734,10-19,North Side,0
2761,1978040,15083331,23,Male,Black,11,27,2016,27-Nov-16,Nov-16,November,Tuesday,21:20:00,1280,"900 Block 2ND AV Pittsburgh, PA 15219",3304 Criminal Mischief. / 9015 Failure To Appear/Arrest on Attachment Order / 3503 Criminal Trespass / 9093 Indirect Criminal Contempt,"1700 Block Belleau DR Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.00698007,40.46030258,20-29,North Side,0
2766,1978045,16182024,23,Male,Black,11,27,2016,27-Nov-16,Nov-16,November,Sunday,17:30:00,1050,"900 Block 2ND AV Pittsburgh, PA 15219",3502 Burglary.,"2700 Block Leland ST Pittsburgh, PA 15214",Perry South,1,2615,6,1,-80.01262097,40.47259602,20-29,North Side,0
3074,1978437,16202044,21,Male,Black,11,27,2016,27-Nov-16,Nov-16,November,Sunday,11:45:00,705,"Hemlock ST & Boyle ST Pittsburgh, PA 15212",2701 Simple Assault. / 3304 Criminal Mischief. / 3921 Theft by Unlawful Taking or Disposition.,"100 Block Rhine PL Pittsburgh, PA 15212",Spring Hill-City View,1,2620,1,1,-79.99409859,40.4667862,20-29,North Side,0
3312,1978754,16222064,23,Male,White,11,27,2016,27-Nov-16,Nov-16,November,Sunday,02:02:00,122,"1600 Block E Carson ST Pittsburgh, PA 15203",2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 3503(b)(1)(i) Actual Communication,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98330671,40.42868483,20-29,South Side,0
3278,1978706,16213262,21,Male,White,11,27,2016,27-Nov-16,Nov-16,November,Monday,10:36:00,636,"600 Block 1st AV Pittsburgh, PA 15219",2705 Recklessy Endangering Another Person.,"500 Block Brushton AV Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.89088785,40.44995471,20-29,East End (North),0
3080,1978443,16208187,31,Female,Black,11,26,2016,26-Nov-16,Nov-16,November,Saturday,18:00:00,1080,"900 Block 2ND AV Pittsburgh, PA 15219",2701 Simple Assault. / 2706 Terroristic Threats. / 3701 Robbery.,"5900 Block S Centre AV Pittsburgh, PA 15206",Shadyside,4,708,8,2,-79.92740885,40.4591906,30-39,East End (South)/North Side,0
3280,1978708,16221726,30,Male,Black,11,26,2016,26-Nov-16,Nov-16,November,Wednesday,12:48:00,768,"Arlington AV & Cordell PL Pittsburgh, PA 15203",3503 Criminal Trespass / 4914 False Identification to Law Enforcement Authorities,"2200 Block Spring ST Pittsburgh, PA 15210",Arlington,3,1603,3,4,-79.97602255,40.41624654,30-39,South Side,0
3018,1978369,16146511,23,Male,Black,11,26,2016,26-Nov-16,Nov-16,November,Sunday,16:45:00,1005,"900 Block 2ND AV Pittsburgh, PA 15219",2701 Simple Assault. / 2702 Aggravated Assault.,"1200 Block Dickson ST Pittsburgh, PA 15212",Marshall-Shadeland,1,2715,1,1,-80.02806931,40.47025566,20-29,North Side,0
2985,1978336,16221899,17,Male,Black,11,26,2016,26-Nov-16,Nov-16,November,Tuesday,19:35:00,1175,"5000 Block Kincaid ST Pittsburgh, PA 15224",3733 Fleeing or Attempting to Elude Police Officer / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"5800 Block East Liberty BL Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.92523163,40.46681633,10-19,East End (North),0
3019,1978370,16147854,37,Male,White,11,26,2016,26-Nov-16,Nov-16,November,Monday,13:18:00,798,"900 Block 2nd AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"1400 Block Washington BL Pittsburgh, PA 15206",Highland Park,5,1106,9,2,-79.90854001,40.47045991,30-39,East End (North),0
3242,1978663,16221371,34,Male,Black,11,25,2016,25-Nov-16,Nov-16,November,Sunday,19:04:00,1144,"Perrysville AV & Federal ST N Pittsburgh, PA 15212",5101 Obstructing Admin. of Law  / 13(a)(32) Paraphernalia - Use or Possession,"Perrysville AV & Federal ST Pittsburgh, PA 15212",Central North Side,1,2503,6,1,-80.00875585,40.46119037,30-39,North Side,0
